Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
Veer,Russia,Pyroclastic cone(s),Eruption Dated,390 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.75,158.45,520,Basalt / Picro-Basalt
Kostakan,Russia,Pyroclastic cone(s),Eruption Dated,1350 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.83,158.05,1150,Basalt / Picro-Basalt
Bakening,Russia,Stratovolcano,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.07,2278,Andesite / Basaltic Andesite
Zavaritsky,Russia,Pyroclastic cone(s),Eruption Dated,800 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.385,1567,Basalt / Picro-Basalt
Akademia Nauk,Russia,Stratovolcano(es),Eruption Observed,1996 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.98,159.45,1180,Andesite / Basaltic Andesite
Karymsky,Russia,Stratovolcano,Eruption Observed,2019 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443,1513,Andesite / Basaltic Andesite
Maly Semyachik,Russia,Caldera,Eruption Observed,1952 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.135,159.674,1527,Basalt / Picro-Basalt
Bolshoi Semiachik,Russia,Stratovolcano(es),Eruption Dated,4450 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.32,160.02,1720,Basalt / Picro-Basalt
Taunshits,Russia,Stratovolcano,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.528,159.804,2301,Andesite / Basaltic Andesite
Uzon,Russia,Caldera(s),Eruption Dated,200 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.5,159.97,1617,Andesite / Basaltic Andesite
Kikhpinych,Russia,Stratovolcano(es),Eruption Dated,1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.489,160.251,1506,Basalt / Picro-Basalt
Krasheninnikov,Russia,Caldera,Eruption Dated,1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.596,160.27,1816,Basalt / Picro-Basalt
Kronotsky,Russia,Stratovolcano,Eruption Observed,1923 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.753,160.533,3482,Basalt / Picro-Basalt
Schmidt,Russia,Shield,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.92,160.63,2020,Basalt / Picro-Basalt
Gamchen,Russia,Complex,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.974,160.703,2539,Basalt / Picro-Basalt
Komarov,Russia,Stratovolcano,Eruption Dated,950 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.033,160.725,2065,Basalt / Picro-Basalt
Vysoky,Russia,Stratovolcano,Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.064,160.765,2129,Andesite / Basaltic Andesite
Kizimen,Russia,Stratovolcano,Eruption Observed,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.131,160.32,2334,Andesite / Basaltic Andesite
Tolbachik,Russia,Shield,Eruption Observed,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.832,160.326,3611,Basalt / Picro-Basalt
Udina,Russia,Stratovolcano(es),Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.758,160.527,2886,Andesite / Basaltic Andesite
Zimina,Russia,Stratovolcano(es),Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.862,160.603,3057,Andesite / Basaltic Andesite
Bezymianny,Russia,Stratovolcano,Eruption Observed,2020 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.972,160.595,2882,Andesite / Basaltic Andesite
Kamen,Russia,Stratovolcano,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.02,160.593,4585,Basalt / Picro-Basalt
Klyuchevskoy,Russia,Stratovolcano,Eruption Observed,2020 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642,4754,Basalt / Picro-Basalt
Ushkovsky,Russia,Compound,Eruption Observed,1890 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.113,160.509,3943,Basalt / Picro-Basalt
Sheveluch,Russia,Stratovolcano,Eruption Observed,2020 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.653,161.36,3283,Andesite / Basaltic Andesite
Piip,Russia,Submarine,Eruption Dated,5050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.42,167.33,-300,Dacite
Khangar,Russia,Stratovolcano,Eruption Dated,1500 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.761,157.407,1967,Dacite
Cherpuk Group,Russia,Pyroclastic cone(s),Eruption Dated,4550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.55,157.47,1868,Andesite / Basaltic Andesite
Ichinsky,Russia,Stratovolcano,Eruption Observed,1740 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.678,157.718,3596,Basalt / Picro-Basalt
Maly Payalpan,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.82,157.98,1802,Andesite / Basaltic Andesite
Bolshoi Payalpan,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.88,157.78,1906,Andesite / Basaltic Andesite
Plosky,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.2,158.47,1236,Basalt / Picro-Basalt
Akhtang,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.43,158.65,1956,Basalt / Picro-Basalt
Kozyrevsky,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.58,158.38,2016,Basalt / Picro-Basalt
Romanovka,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.65,158.8,1442,Basalt / Picro-Basalt
Uksichan,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.08,158.38,1692,Basalt / Picro-Basalt
Bolshoi-Kekuknaysky,Russia,Shield(s),Eruption Dated,5310 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.483,157.917,1401,Basalt / Picro-Basalt
Kulkev,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.37,158.37,915,Basalt / Picro-Basalt
Geodesistoy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.33,158.67,1170,Basalt / Picro-Basalt
Anaun,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.32,158.83,1828,Basalt / Picro-Basalt
Krainy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.37,159.03,1554,Basalt / Picro-Basalt
Kekurny,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.4,158.85,1377,Basalt / Picro-Basalt
Eggella,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.57,158.52,1046,Basalt / Picro-Basalt
Verkhovoy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.52,159.53,1400,Basalt / Picro-Basalt
Alney-Chashakondzha,Russia,Stratovolcano,Eruption Dated,1600 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.656,159.647,2570,Basalt / Picro-Basalt
Cherny,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.82,159.67,1778,Basalt / Picro-Basalt
Pogranychny,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.85,159.8,1427,Basalt / Picro-Basalt
Zaozerny,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.88,159.95,1349,Basalt / Picro-Basalt
Bliznets,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.97,159.78,1244,Basalt / Picro-Basalt
Kebeney,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.1,159.93,1527,Basalt / Picro-Basalt
Fedotych,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.13,160.4,965,Basalt / Picro-Basalt
Shisheika,Russia,Lava dome,Eruption Dated,2240 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.153,161.09,355,Andesite / Basaltic Andesite
Terpuk,Russia,Shield,Eruption Dated,800 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.2,159.83,765,Basalt / Picro-Basalt
Sedankinsky,Russia,Shield,Eruption Dated,7050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.27,160.08,1241,Basalt / Picro-Basalt
Leutongey,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.306,159.827,1318,Basalt / Picro-Basalt
Tuzovsky,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.32,159.967,1516,Basalt / Picro-Basalt
Gorny Institute,Russia,Stratovolcano,Eruption Dated,1250 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.33,160.2,2125,Andesite / Basaltic Andesite
Kinenin,Russia,Maar,Eruption Dated,850 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,160.97,583,Basalt / Picro-Basalt
Bliznetsy,Russia,Lava cone,Eruption Dated,1060 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,161.37,265,Andesite / Basaltic Andesite
Titila,Russia,Shield(s),Eruption Dated,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.406,160.108,1523,Basalt / Picro-Basalt
Mezhdusopochny,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.47,160.25,1641,Basalt / Picro-Basalt
Shishel,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.45,160.37,2525,Basalt / Picro-Basalt
Elovsky,Russia,Shield(s),Eruption Dated,7550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.55,160.53,1381,Basalt / Picro-Basalt
Alngey,Russia,Stratovolcano,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.702,160.418,1822,Basalt / Picro-Basalt
Uka,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.706,160.59,1607,Basalt / Picro-Basalt
Kaileney,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.8,160.67,1582,Basalt / Picro-Basalt
Plosky,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.83,160.25,1255,Basalt / Picro-Basalt
Bely,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.88,160.53,2080,Basalt / Picro-Basalt
Nylgimelkin,Russia,Shield(s),Eruption Dated,3550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.97,160.65,1764,Basalt / Picro-Basalt
Snezhniy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.02,160.8,2169,Basalt / Picro-Basalt
Iktunup,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.08,160.77,2300,Basalt / Picro-Basalt
Spokoiny,Russia,Stratovolcano,Eruption Dated,3450 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.13,160.82,2171,Dacite
Ostry,Russia,Stratovolcano,Eruption Dated,2050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.18,160.82,2552,Basalt / Picro-Basalt
Snegovoy,Russia,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.2,160.97,2169,Basalt / Picro-Basalt
Severny,Russia,Shield,Eruption Dated,1550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.28,160.87,1936,Basalt / Picro-Basalt
Iettunup,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.4,161.08,1340,Basalt / Picro-Basalt
Voyampolsky,Russia,Shield(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.374,160.631,1103,Basalt / Picro-Basalt
Udokan Plateau,Russia,Pyroclastic cone(s),Eruption Dated,220 BCE,Kamchatka and Mainland Asia,Russia (southeastern),56.28,117.77,2180,Trachybasalt / Tephrite Basanite
Vitim Volcanic Field,Russia,Pyroclastic cone(s),Evidence Credible,Unknown,Kamchatka and Mainland Asia,Russia (southeastern),53.75,113.25,1250,Basalt / Picro-Basalt
Tunkin Depression,Russia,Volcanic field,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Russia (southeastern),51.5,102.5,1200,Trachybasalt / Tephrite Basanite
Jom-Bolok,Russia,Volcanic field,Eruption Dated,5180 BCE,Kamchatka and Mainland Asia,Russia (southeastern),52.713,99.021,2047,Basalt / Picro-Basalt
Azas Plateau,Russia,Volcanic field,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Russia (southeastern),52.433,98.303,2765,Trachybasalt / Tephrite Basanite
Taryatu-Chulutu,Mongolia,Volcanic field,Eruption Dated,2980 BCE,Kamchatka and Mainland Asia,Mongolia,48.133,99.95,2326,Trachybasalt / Tephrite Basanite
Khanuy Gol,Mongolia,Volcanic field,Evidence Credible,Unknown,Kamchatka and Mainland Asia,Mongolia,48.67,102.75,1886,Trachyandesite / Basaltic Trachyandesite
Dariganga Volcanic Field,Mongolia,Pyroclastic cone(s),Evidence Credible,Unknown,Kamchatka and Mainland Asia,Mongolia,45.754,114.279,1778,Basalt / Picro-Basalt
Kunlun Volcanic Group,China,Pyroclastic cone(s),Eruption Observed,1951 CE,Kamchatka and Mainland Asia,China (western),35.52,80.2,5808,Trachyte / Trachydacite
Honggeertu,China,Pyroclastic cone(s),Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,China (eastern),41.59,113.111,1605,Basalt / Picro-Basalt
Arxan-Chaihe,China,Pyroclastic cone(s),Eruption Dated,0 CE,Kamchatka and Mainland Asia,China (eastern),47.45,120.8,1677,Basalt / Picro-Basalt
Keluo Group,China,Pyroclastic cone(s),Evidence Credible,Unknown,Kamchatka and Mainland Asia,China (eastern),49.37,125.92,670,Trachybasalt / Tephrite Basanite
Wudalianchi,China,Volcanic field,Eruption Observed,1776 CE,Kamchatka and Mainland Asia,China (eastern),48.72,126.12,597,Trachybasalt / Tephrite Basanite
Jingbo,China,Volcanic field,Eruption Dated,520 BCE,Kamchatka and Mainland Asia,China (eastern),44.08,128.83,1000,Trachybasalt / Tephrite Basanite
Longgang Group,China,Pyroclastic cone(s),Eruption Dated,350 CE,Kamchatka and Mainland Asia,China (eastern),42.33,126.5,1000,Basalt / Picro-Basalt
Changbaishan,China-North Korea,Stratovolcano,Eruption Observed,1903 CE,Kamchatka and Mainland Asia,China (eastern),41.98,128.08,2744,Trachyte / Trachydacite
Ch'uga-ryong,North Korea-South Korea,Shield,Evidence Uncertain,Unknown,Kamchatka and Mainland Asia,Korea,38.33,127.33,452,Basalt / Picro-Basalt
Ulreung,South Korea,Stratovolcano,Eruption Dated,2990 BCE,Kamchatka and Mainland Asia,Korea,37.5,130.87,984,Trachyandesite / Basaltic Trachyandesite
Halla,South Korea,Shield,Eruption Observed,1007 CE,Kamchatka and Mainland Asia,Korea,33.361,126.53,1919,Basalt / Picro-Basalt
Buldir,United States,Stratovolcano,Evidence Uncertain,Unknown,Alaska,Aleutian Islands,52.35,175.911,656,Basalt / Picro-Basalt
Kiska,United States,Stratovolcano,Eruption Observed,1990 CE,Alaska,Aleutian Islands,52.103,177.602,1220,Andesite / Basaltic Andesite
Segula,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Aleutian Islands,52.015,178.136,1160,Andesite / Basaltic Andesite
Davidof,United States,Stratovolcano,Evidence Uncertain,Unknown,Alaska,Aleutian Islands,51.97,178.33,328,No Data (checked)
Little Sitkin,United States,Stratovolcano,Eruption Observed,1830 CE,Alaska,Aleutian Islands,51.95,178.543,1174,Andesite / Basaltic Andesite
Semisopochnoi,United States,Stratovolcano,Eruption Observed,2020 CE,Alaska,Aleutian Islands,51.93,179.58,1221,Basalt / Picro-Basalt
Gareloi,United States,Stratovolcano,Eruption Observed,1989 CE,Alaska,Aleutian Islands,51.79,-178.794,1573,Basalt / Picro-Basalt
Tanaga,United States,Stratovolcano(es),Eruption Observed,1914 CE,Alaska,Aleutian Islands,51.885,-178.146,1806,Basalt / Picro-Basalt
Takawangha,United States,Stratovolcano,Eruption Dated,1550 CE,Alaska,Aleutian Islands,51.873,-178.006,1449,Basalt / Picro-Basalt
Bobrof,United States,Stratovolcano,Evidence Uncertain,Unknown,Alaska,Aleutian Islands,51.91,-177.438,738,Basalt / Picro-Basalt
Kanaga,United States,Stratovolcano,Eruption Observed,2012 CE,Alaska,Aleutian Islands,51.923,-177.168,1307,Andesite / Basaltic Andesite
Moffett,United States,Stratovolcano,Eruption Dated,1600 BCE,Alaska,Aleutian Islands,51.944,-176.747,1196,Andesite / Basaltic Andesite
Great Sitkin,United States,Stratovolcano,Eruption Observed,2019 CE,Alaska,Aleutian Islands,52.076,-176.13,1740,Andesite / Basaltic Andesite
Kasatochi,United States,Stratovolcano,Eruption Observed,2008 CE,Alaska,Aleutian Islands,52.177,-175.508,314,Basalt / Picro-Basalt
Koniuji,United States,Stratovolcano,Eruption Dated,1150 BCE,Alaska,Aleutian Islands,52.22,-175.13,273,Andesite / Basaltic Andesite
Atka,United States,Stratovolcano(es),Eruption Observed,1812 CE,Alaska,Aleutian Islands,52.331,-174.139,1448,Basalt / Picro-Basalt
Korovin,United States,Stratovolcano(es),Eruption Observed,2007 CE,Alaska,Aleutian Islands,52.381,-174.166,1518,Basalt / Picro-Basalt
Seguam,United States,Stratovolcano(es),Eruption Observed,1993 CE,Alaska,Aleutian Islands,52.315,-172.51,1054,Andesite / Basaltic Andesite
Amukta,United States,Stratovolcano,Eruption Observed,1997 CE,Alaska,Aleutian Islands,52.5,-171.252,1066,Andesite / Basaltic Andesite
Chagulak,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Aleutian Islands,52.577,-171.13,1142,Andesite / Basaltic Andesite
Yunaska,United States,Shield,Eruption Observed,1937 CE,Alaska,Aleutian Islands,52.643,-170.629,550,Andesite / Basaltic Andesite
Herbert,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Aleutian Islands,52.742,-170.111,1280,Andesite / Basaltic Andesite
Carlisle,United States,Stratovolcano,Eruption Observed,1828 CE,Alaska,Aleutian Islands,52.894,-170.054,1620,Andesite / Basaltic Andesite
Cleveland,United States,Stratovolcano,Eruption Observed,2019 CE,Alaska,Aleutian Islands,52.825,-169.944,1730,Andesite / Basaltic Andesite
Tana,United States,Stratovolcano(es),Evidence Credible,Unknown,Alaska,Aleutian Islands,52.83,-169.77,1170,Rhyolite
Uliaga,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Aleutian Islands,53.065,-169.77,888,No Data (checked)
Kagamil,United States,Stratovolcano,Eruption Observed,1929 CE,Alaska,Aleutian Islands,52.974,-169.72,893,No Data (checked)
Vsevidof,United States,Stratovolcano,Eruption Observed,1878 CE,Alaska,Aleutian Islands,53.13,-168.693,2149,Andesite / Basaltic Andesite
Recheschnoi,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Aleutian Islands,53.157,-168.539,1984,Andesite / Basaltic Andesite
Okmok,United States,Shield,Eruption Observed,2008 CE,Alaska,Aleutian Islands,53.43,-168.13,1073,Basalt / Picro-Basalt
Bogoslof,United States,Submarine,Eruption Observed,2017 CE,Alaska,Aleutian Islands,53.93,-168.03,150,Trachyandesite / Basaltic Trachyandesite
Makushin,United States,Stratovolcano,Eruption Observed,1995 CE,Alaska,Aleutian Islands,53.891,-166.923,1800,Andesite / Basaltic Andesite
Akutan,United States,Stratovolcano,Eruption Observed,1992 CE,Alaska,Aleutian Islands,54.134,-165.986,1303,Basalt / Picro-Basalt
Westdahl,United States,Stratovolcano?,Eruption Observed,1992 CE,Alaska,Aleutian Islands,54.516,-164.65,1563,Basalt / Picro-Basalt
Fisher,United States,Stratovolcano,Eruption Observed,1830 CE,Alaska,Aleutian Islands,54.65,-164.43,1112,Andesite / Basaltic Andesite
Shishaldin,United States,Stratovolcano,Eruption Observed,2020 CE,Alaska,Aleutian Islands,54.756,-163.97,2857,Basalt / Picro-Basalt
Isanotski,United States,Stratovolcano,Evidence Uncertain,Unknown,Alaska,Aleutian Islands,54.765,-163.723,2446,No Data (checked)
Roundtop,United States,Stratovolcano,Eruption Dated,7600 BCE,Alaska,Aleutian Islands,54.8,-163.589,1871,Rhyolite
Amak,United States,Stratovolcano,Eruption Observed,1796 CE,Alaska,Aleutian Islands,55.424,-163.149,488,Andesite / Basaltic Andesite
Frosty,United States,Stratovolcano(es),Evidence Credible,Unknown,Alaska,Alaska Peninsula,55.067,-162.835,1728,Andesite / Basaltic Andesite
Dutton,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Alaska Peninsula,55.183,-162.276,1465,Andesite / Basaltic Andesite
Emmons Lake,United States,Caldera,Evidence Credible,Unknown,Alaska,Alaska Peninsula,55.341,-162.073,1436,Andesite / Basaltic Andesite
Pavlof,United States,Stratovolcano,Eruption Observed,2016 CE,Alaska,Alaska Peninsula,55.417,-161.894,2493,Andesite / Basaltic Andesite
Pavlof Sister,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Alaska Peninsula,55.457,-161.854,2142,Basalt / Picro-Basalt
Dana,United States,Stratovolcano,Eruption Dated,1890 BCE,Alaska,Alaska Peninsula,55.641,-161.214,1354,Andesite / Basaltic Andesite
Stepovak Bay 2,United States,Pyroclastic cone,Evidence Credible,Unknown,Alaska,Alaska Peninsula,55.913,-160.041,1323,Andesite / Basaltic Andesite
Stepovak Bay 3,United States,Pyroclastic cone,Evidence Uncertain,Unknown,Alaska,Alaska Peninsula,55.929,-160.002,1555,Andesite / Basaltic Andesite
Stepovak Bay 4,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Alaska Peninsula,55.954,-159.954,1557,No Data (checked)
Kupreanof,United States,Stratovolcano,Eruption Observed,1987 CE,Alaska,Alaska Peninsula,56.011,-159.797,1895,Andesite / Basaltic Andesite
Veniaminof,United States,Stratovolcano,Eruption Observed,2018 CE,Alaska,Alaska Peninsula,56.17,-159.38,2507,Andesite / Basaltic Andesite
Black Peak,United States,Stratovolcano,Eruption Dated,1900 BCE,Alaska,Alaska Peninsula,56.552,-158.785,1032,Andesite / Basaltic Andesite
Aniakchak,United States,Caldera,Eruption Observed,1931 CE,Alaska,Alaska Peninsula,56.88,-158.17,1341,Andesite / Basaltic Andesite
Yantarni,United States,Stratovolcano,Eruption Dated,800 BCE,Alaska,Alaska Peninsula,57.019,-157.185,1345,Andesite / Basaltic Andesite
Chiginagak,United States,Stratovolcano,Eruption Observed,1998 CE,Alaska,Alaska Peninsula,57.135,-156.99,2221,Andesite / Basaltic Andesite
Kialagvik,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Alaska Peninsula,57.203,-156.745,1677,Andesite / Basaltic Andesite
Ugashik-Peulik,United States,Stratovolcano,Eruption Observed,1814 CE,Alaska,Alaska Peninsula,57.751,-156.368,1474,Andesite / Basaltic Andesite
Ukinrek Maars,United States,Maar(s),Eruption Observed,1977 CE,Alaska,Alaska Peninsula,57.832,-156.51,91,Basalt / Picro-Basalt
Unnamed,United States,Lava dome,Evidence Credible,Unknown,Alaska,Alaska Peninsula,57.87,-155.411,402,No Data (checked)
Martin,United States,Stratovolcano,Eruption Dated,1953 CE,Alaska,Alaska Peninsula,58.172,-155.361,1863,Dacite
Mageik,United States,Stratovolcano,Eruption Dated,500 BCE,Alaska,Alaska Peninsula,58.195,-155.253,2165,Andesite / Basaltic Andesite
Trident,United States,Stratovolcano,Eruption Observed,1974 CE,Alaska,Alaska Peninsula,58.236,-155.1,1864,Andesite / Basaltic Andesite
Katmai,United States,Stratovolcano,Eruption Observed,1912 CE,Alaska,Alaska Peninsula,58.28,-154.963,2047,Andesite / Basaltic Andesite
Novarupta,United States,Caldera,Eruption Observed,1912 CE,Alaska,Alaska Peninsula,58.27,-155.157,841,Rhyolite
Griggs,United States,Stratovolcano,Eruption Dated,1790 BCE,Alaska,Alaska Peninsula,58.354,-155.092,2317,Andesite / Basaltic Andesite
Snowy Mountain,United States,Stratovolcano(es),Eruption Dated,1710 CE,Alaska,Alaska Peninsula,58.336,-154.682,2162,Andesite / Basaltic Andesite
Denison,United States,Stratovolcano,Evidence Uncertain,Unknown,Alaska,Alaska Peninsula,58.418,-154.449,2287,Andesite / Basaltic Andesite
Steller,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Alaska Peninsula,58.43,-154.4,2272,Andesite / Basaltic Andesite
Kukak,United States,Stratovolcano,Unrest / Holocene,Unknown,Alaska,Alaska Peninsula,58.453,-154.355,2043,Andesite / Basaltic Andesite
Kaguyak,United States,Lava dome(s),Eruption Dated,3850 BCE,Alaska,Alaska Peninsula,58.608,-154.028,901,Dacite
Fourpeaked,United States,Stratovolcano,Eruption Observed,2006 CE,Alaska,Alaska Peninsula,58.77,-153.672,2105,Andesite / Basaltic Andesite
Douglas,United States,Stratovolcano,Evidence Credible,Unknown,Alaska,Alaska Peninsula,58.855,-153.542,2140,Andesite / Basaltic Andesite
Augustine,United States,Lava dome(s),Eruption Observed,2006 CE,Alaska,Alaska (southwestern),59.363,-153.43,1252,Andesite / Basaltic Andesite
Iliamna,United States,Stratovolcano,Eruption Observed,1876 CE,Alaska,Alaska (southwestern),60.032,-153.09,3053,Andesite / Basaltic Andesite
Redoubt,United States,Stratovolcano,Eruption Observed,2009 CE,Alaska,Alaska (southwestern),60.485,-152.742,3108,Andesite / Basaltic Andesite
Spurr,United States,Stratovolcano,Eruption Observed,1992 CE,Alaska,Alaska (southwestern),61.299,-152.251,3374,Andesite / Basaltic Andesite
Hayes,United States,Stratovolcano,Eruption Dated,1200 CE,Alaska,Alaska (southwestern),61.64,-152.411,3034,Dacite
St. Paul Island,United States,Shield,Eruption Dated,1280 BCE,Alaska,Alaska (western),57.18,-170.3,203,Trachybasalt / Tephrite Basanite
Ingakslugwat Hills,United States,Pyroclastic cone(s),Evidence Credible,Unknown,Alaska,Alaska (western),61.43,-164.47,190,Basalt / Picro-Basalt
St. Michael,United States,Shield(s),Evidence Credible,Unknown,Alaska,Alaska (western),63.45,-162.12,715,Basalt / Picro-Basalt
Imuruk Lake,United States,Shield(s),Eruption Dated,300 CE,Alaska,Alaska (western),65.517,-163.45,610,Basalt / Picro-Basalt
Buzzard Creek,United States,Tuff ring(s),Eruption Dated,1050 BCE,Alaska,Alaska (eastern),64.062,-148.433,830,Basalt / Picro-Basalt
Wrangell,United States,Shield,Eruption Observed,1912 CE,Alaska,Alaska (eastern),62.006,-144.017,4278,Andesite / Basaltic Andesite
