Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
Funagata,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,38.453,140.623,1500,
Gassan,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.546,140.03,1984,
Mukaimachi,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,38.75,140.52,657,
Onikobe,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,38.83,140.695,769,
Takamatsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.965,140.61,1348,
Kobinai,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.018,140.523,1004,
Yakeishi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.161,140.832,1548,
Tazawa,Japan,Caldera(?),,,"Japan, Taiwan, Marianas",Honshu,39.718,140.665,249,
Kayo,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.804,140.734,1254,
Nyuto-Takakura,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,39.802,140.842,1478,
Tamagawa,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,39.897,140.781,1300,
Moriyoshi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.974,140.547,1454,
Kanpu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,39.931,139.879,355,
Nanashigure,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,40.066,141.109,1063,
Tashiro,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,40.426,140.412,1178,
Okiura,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,40.57,140.73,985,
Mutsu-Hiuchi-dake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,41.436,141.056,781,
Kannabe,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,35.504,134.678,460,
Daira-Komaga-take,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,40.41,140.255,1158,
Dorobu,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,36.898,139.579,1322,
Mikura Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.725,139.408,-321,
Nichiyo Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.482,140.327,-1042,
Getsuyo Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.306,140.471,-1095,
Kayo Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.064,140.537,-814,
Kinyo Seamount,Japan,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.084,140.802,-838,
Kasuga 3,United States,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.399,143.626,-1325,
Eifuku,United States,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.409,144.161,-551,
Udonejima,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.469,139.297,209,
Onoharajima,Japan,Lava dome,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.045,139.387,114,
Inamba-jima,Japan,Lava dome,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.648,139.302,74,
Tracey Seamount,United States,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.65,144.42,-900,
Shikaribetsu Group,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Hokkaido,43.267,143.1,1401,
Oshima Maru-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.54,140.375,855,
Hakodate-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.757,140.708,333,
Zenikame,Japan,Submarine,,,"Japan, Taiwan, Marianas",Hokkaido,41.737,140.855,-30,
E-san Maru-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.849,141.097,691,
Yokotsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.935,140.775,1167,
Nigorikawa,Japan,Caldera,,,"Japan, Taiwan, Marianas",Hokkaido,42.12,140.45,356,
Okushiri-Katsuma-yama,Japan,Shield,,,"Japan, Taiwan, Marianas",Hokkaido,42.193,139.468,428,
Kariba,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,42.611,139.944,1520,
Washibetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,42.433,141.007,911,
Raiden,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,42.901,140.473,1212,
Akaigawa,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.08,140.82,725,
Shiribetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,42.767,140.916,1107,
Orofure-Raiba,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,42.563,141.091,1231,
Horohoro-Tokushumbetsu,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,42.631,141.146,1322,
Soranuma,Japan,Shield,,,"Japan, Taiwan, Marianas",Hokkaido,42.863,141.257,1251,
Sapporo,Japan,Shield,,,"Japan, Taiwan, Marianas",Hokkaido,42.898,141.204,1294,
Tomuraushi Volcanic Group,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.525,142.852,2141,
Chubetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.589,142.898,1963,
Niseikaushuppe,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.777,142.989,1883,
Tengu-Hirayama,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.776,143.016,1796,
Shiitokoro,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Hokkaido,43.61,143.184,1336,
Kumaneshiri,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.52,143.237,1635,
Tokachi-Mitsumata,Japan,Caldera,,,"Japan, Taiwan, Marianas",Hokkaido,43.52,143.15,700,
Tokachi-Eboshi,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Hokkaido,43.376,143.133,1291,
Birao,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.498,144.408,554,
Samakkenupuri,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.681,144.736,1063,
Musa,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.676,144.886,1006,
Shari,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.763,144.722,1545,
Unabetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.874,144.881,1419,
Onnebetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.991,145.017,1331,
Shiretoko,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,44.23,145.278,1254,
Oshima-Ko-jima,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.355,139.811,282,
Urbich Caldera,Japan - administered by Russia,Caldera(s),,,Kuril Islands,Kuril Islands,44.584,147.174,907,
Vetrovoi Isthmus Caldera,Japan - administered by Russia,Caldera,,,Kuril Islands,Kuril Islands,45.22,148.35,264,
Tsirk,Japan - administered by Russia,Caldera,,,Kuril Islands,Kuril Islands,45.4,148.58,853,
Petr Shmidt Ridge,Russia,Unknown,,,Kuril Islands,Kuril Islands,45.95,150.05,1031,
Antipin,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,46.15,150.23,1120,
Gora Desantnaya,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,46.192,150.369,847,
Brontona Island,Russia,Unknown,,,Kuril Islands,Kuril Islands,46.721,150.733,0,
Ikanmikot,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,46.964,152.07,614,
Kuntomintar,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,48.75,154.02,828,
Shestakov,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,49.75,154.75,0,
Avos' Rocks,Russia,Unknown,,,Kuril Islands,Kuril Islands,49.72,154.12,35,
Makanru Island,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,49.785,154.429,1136,
Unnamed,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.92,161.75,0,
Vysokii,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.116,156.892,708,
Tumanniy,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.191,156.939,681,
Ded i Baba,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.3,156.58,1032,
Tretya Rechka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.4,156.57,754,
Koshegochek,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.616,156.809,1142,
Sredniy Koshegochek,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.663,156.928,1050,
Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.753,157.063,1038,
Leviy Koshegochek,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.787,156.929,997,
Kuzheten,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.82,157.22,925,
Vostochnaya Khodutka,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.93,157.73,0,
Zheltiy,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.93,157.6,792,
Kuzanek,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.93,157.18,968,
Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.95,157.02,740,
Igolki,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.02,156.88,707,
Skalistiy,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.02,157.18,1005,
Perevalny,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.13,157.78,0,
Krugliy,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.16,157.64,1052,
Savan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.21,157.28,901,
Malaya Ipelka,Russia,Complex,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.28,156.73,0,
Kamen,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.287,157.655,850,
Ploskiy,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.37,157.62,877,
Udochka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.5,157.2,891,
Bolshaya Ipelka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.63,156.97,1194,
Tolmachev,Russia,Stratovolcano(es),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.55,157.73,1118,
Shemodogan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.918,157.72,1446,
Khalzan-Shapochka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.12,157.6,0,
Aak,Russia,Stratovolcano(es),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.38,158.67,2319,
Kupol,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.5,158.65,0,
Kitkhoysky,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.584,158.56,1350,
Vershinsky,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.6,158.7,1812,
Skalistiy,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.72,159.22,0,
Pik,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.8,158.87,0,
Vodorazdelny,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.8,158.8,0,
Kurgannaya,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.02,158.57,0,
Kavychinsky,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.13,158.45,0,
Baraniy,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.25,158.48,0,
Zhupanovskiye Vostriyaky,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.8,159.28,1684,
Ditmara,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.87,159.53,1389,
Krainy,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.95,159.33,1199,
Razlaty,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.02,159.38,0,
Pribrezhny,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.07,159.77,0,
Unnamed,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.37,159.43,0,
Unana,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.63,159.72,2131,
Adamozhets,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.75,159.4,0,
Bogachensky,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.13,160.9,0,
Piip,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.319,160.667,2059,
Konechnaya,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.23,160.97,0,
Konradi,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.08,160.53,1912,
Sokol,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.2,160.52,1711,
Tumrok,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.37,160.87,2197,
Uspensky,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.53,160.78,1893,
Shish,Russia,Cone,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.75,161.18,2399,
Iult,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.23,160.587,1857,
Nikolka,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.33,159.95,1591,
Zarechny,Russia,Caldera(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.38,160.83,760,
Kharchinsky,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.425,160.825,1410,
Unnamed,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.53,160.87,200,
Unnamed,Russia,Lava dome(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.667,161.708,1356,
Lyzyk,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.23,161.52,0,
Uchkoren,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.27,161.35,0,
Nachikinsky,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.83,162.68,1211,
Khailyulya,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.03,161.62,0,
Lauchachan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.35,157.1,1018,
Prodolny,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.45,157.25,1505,
Kobalan,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.43,157.37,1174,
Tynua,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.85,157.87,1727,
Etopan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.97,157.63,1264,
Kimitina,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.25,158.18,1438,
Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.52,158.43,2140,
Ochchamo,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.62,158.15,2136,
Bolshoy Kozyrevsky,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.6,158.52,1672,
Bolshaya Romanovka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.73,158.77,1821,
Unnamed,Russia,Stratovolcano(es),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.88,158.83,1821,
Bongabti,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.83,158.32,1790,
Nosichan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.08,157.75,1105,
Buduli,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.4,158.7,1477,
Kopkan,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.48,158.83,1120,
Yanpat,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.53,158.8,1205,
Chavycha,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.55,158.65,1190,
Malaya Ketepana,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.68,158.47,1230,
Bolshoy Ketepana,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.05,158.37,1521,
Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.97,158.75,0,
Ovalny,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.98,158.98,732,
Tigilsky,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.812,159.111,1362,
Perevalovyi,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.57,159.35,1328,
Maly Alney,Russia,Stratovolcano(es),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.47,159.77,1858,
Maly Chekchebonay,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.8,159.45,1247,
Bolshoy Chekchebonay,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.92,159.42,1391,
Kireunsky,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.78,159.75,1925,
Dvukhyurtochny,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.82,159.88,1631,
Unnamed,Russia,Lava dome(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.93,159.95,0,
Kalgauch,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.93,159.73,1206,
Kunkhilok,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.321,160.48,1151,
Shlen,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.48,159.57,1001,
Pirozhnikova,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.47,160.25,1665,
Kamenisty,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.65,160.43,1762,
Tekletunup,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.75,160.23,1395,
Ulvaney,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.78,160.62,1445,
Mutny,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.72,160.37,1345,
Khuvkhoitun,Russia,Complex,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.92,160.65,2618,
Keveney,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.05,160.73,1887,
Langtutkin,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.23,161.1,1545,
Kikhiikhylkhangei,Russia,Cone,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,59.25,162.5,0,
Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.73,157.22,0,
Anjuisky,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Russia (northeastern),67.154,165.82,1560,
Balagan-Tas,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Russia (northeastern),65.959,145.893,993,
Dgida Basin,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Russia (southeastern),50.52,103.25,1500,
Khamar-Daban,Russia,Volcanic field,,,Kamchatka and Mainland Asia,Russia (southeastern),51.4,102.5,2369,
Khulugayshi,Russia,Explosion crater,,,Kamchatka and Mainland Asia,Russia (southeastern),52,102.5,0,
Unnamed,Russia,Fissure vent,,,Kamchatka and Mainland Asia,Russia (southeastern),51.25,96.5,1300,
Unnamed,Mongolia,Cone,,,Kamchatka and Mainland Asia,Mongolia,51.33,99.33,1922,
Orkhon Gol,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,48.65,103.5,0,
Tabun Urtu-Ula,Mongolia,Unknown,,,Kamchatka and Mainland Asia,Mongolia,44.85,107.63,1167,
Khutza-Ula,Mongolia,Unknown,,,Kamchatka and Mainland Asia,Mongolia,42.58,107.5,1162,
Unnamed,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,42.33,105.98,1217,
Unnamed,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,43.4,104.02,1752,
Unnamed,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,44.25,103.53,1527,
Durbulzhi-Ula,Mongolia,Unknown,,,Kamchatka and Mainland Asia,Mongolia,42.8,102.08,1445,
Ubur-Khangay,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,44.38,101.98,1640,
Khubsugal Region,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,51,101,0,
Ika-Togo-Ula,Mongolia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Mongolia,47.896,103.054,1600,
Unnamed,China,Volcanic field,,,Kamchatka and Mainland Asia,China (western),35.85,91.7,5400,
Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (western),35.47,82.92,6900,
Jianghui Group,China,Pyroclastic cone,,,Kamchatka and Mainland Asia,China (eastern),31.95,118.95,0,
Nushan,China,Cone,,,Kamchatka and Mainland Asia,China (eastern),33.12,118.75,0,
Datong-Fengzen,China,Volcanic field,,,Kamchatka and Mainland Asia,China (eastern),40,113.28,1882,
Dalainuoer,China,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,China (eastern),44,115.5,0,
Erkeshan,China,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,China (eastern),48.056,126.261,416,
Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),23.3,116.15,0,
Longhai,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),24.5,117.5,0,
Yichuan,China,Volcanic field,,,Kamchatka and Mainland Asia,China (eastern),34,113,0,
Tangy'n,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),35.25,114.5,0,
Huixian,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),36,115.25,0,
Heibei Plain,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),38,117.5,0,
Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),37,114.5,0,
Taihangshanlu,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),38,113.75,0,
Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),38.75,115,0,
Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),39.25,113.52,0,
Chifeng,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),42.25,118.5,0,
Nuomin,China,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,China (eastern),49.617,123.717,906,
Jianshan,China,Shield,,,Kamchatka and Mainland Asia,China (eastern),48.891,125.615,399,
Dunhua,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),43.163,127.939,826,
Yitong Group,China,Lava dome(s),,,Kamchatka and Mainland Asia,China (eastern),43.33,125.25,389,
Fanjiatung Group,China,Cone(s),,,Kamchatka and Mainland Asia,China (eastern),43.75,125.17,283,
Kuandian,China,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,China (eastern),40.75,124.67,513,
Kilchu-Myongch'on,North Korea,Volcanic field,,,Kamchatka and Mainland Asia,Korea,41,129.7,0,
Koksan-Singye,North Korea,Shield,,,Kamchatka and Mainland Asia,Korea,38.67,127.42,680,
Sergief,United States,Stratovolcano,,,Alaska,Aleutian Islands,52.05,-174.95,560,
Adagdak,United States,Stratovolcano,,,Alaska,Aleutian Islands,51.988,-176.592,610,
Table Top,United States,Pyroclastic cone,,,Alaska,Aleutian Islands,53.967,-166.679,792,
Wide Bay,United States,Pyroclastic cone,,,Alaska,Aleutian Islands,53.961,-166.615,640,
Gilbert,United States,Stratovolcano,,,Alaska,Aleutian Islands,54.25,-165.65,818,
Trader Mountain,United States,Stratovolcano,,,Alaska,Alaska Peninsula,55.565,-161.944,775,
Stepovak Bay 1,United States,Stratovolcano,,,Alaska,Alaska Peninsula,55.868,-160.096,1320,
Blue Mountain,United States,Lava dome(s),,,Alaska,Alaska Peninsula,57.72,-157.83,541,
Gertrude Creek,United States,Pyroclastic cone,,,Alaska,Alaska Peninsula,58.034,-156.146,437,
Devils Desk,United States,Stratovolcano,,,Alaska,Alaska Peninsula,58.474,-154.306,1955,
Savonovski River Cluster,United States,Stratovolcano(es),,,Alaska,Alaska Peninsula,58.55,-154.5,1298,
Double Glacier,United States,Lava dome(s),,,Alaska,Alaska (southwestern),60.68,-152.62,1239,
Nunivak Island,United States,Shield,,,Alaska,Alaska (western),60.02,-166.33,511,
Kookooligit Mountains,United States,Shield,,,Alaska,Alaska (western),63.6,-170.43,673,
St. George,United States,Volcanic field,,,Alaska,Alaska (western),56.58,-169.58,288,
Otter Island,United States,Unknown,,,Alaska,Alaska (western),57.05,-170.4,87,
Walrus Island,United States,Unknown,,,Alaska,Alaska (western),57.18,-169.93,0,
Togiak Valley,United States,Volcanic field,,,Alaska,Alaska (western),59.2,-160.08,300,
Ingrichuak Hills,United States,Pyroclastic cone(s),,,Alaska,Alaska (western),62.22,-164.3,188,
Selawik Hills,United States,Pyroclastic cone(s),,,Alaska,Alaska (western),66.033,-160.067,365,
Espenberg,United States,Volcanic field,,,Alaska,Alaska (western),66.35,-164.33,243,
Sanford,United States,Shield,,,Alaska,Alaska (eastern),62.213,-144.13,4959,
Gordon,United States,Pyroclastic cone(s),,,Alaska,Alaska (eastern),62.13,-143.08,2755,
Prindle,United States,Pyroclastic cone,,,Alaska,Alaska (eastern),63.716,-141.634,1245,
Capital,United States,Shield,,,Alaska,Alaska (eastern),62.43,-144.12,2356,
Jumbo Dome,United States,Lava dome,,,Alaska,Alaska (eastern),63.966,-148.685,1369,
Drum,United States,Stratovolcano,,,Alaska,Alaska (eastern),62.12,-144.63,3661,
Tanada,United States,Shield,,,Alaska,Alaska (eastern),62.3,-143.52,2816,
Jarvis,United States,Stratovolcano,,,Alaska,Alaska (eastern),62.024,-143.619,4112,
Basalt Knob,United States,Cone,,,Alaska,Alaska (eastern),58.03,-136.33,100,
